"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"08002","593","681","136","154","660","324","1110","29","135","07-05-2023 10:00:04"
"08003","587","668","142","120","661","332","1058","36","161","07-05-2023 10:00:04"
"08004","673","844","182","137","836","362","1174","31","312","07-05-2023 10:00:04"
"08005","551","617","111","140","585","332","1003","23","142","07-05-2023 10:00:04"
"08006","769","917","189","199","909","389","1339","53","294","07-05-2023 10:00:04"
"08007","532","631","114","99","592","358","1031","31","101","07-05-2023 10:00:04"
"08008","754","867","170","159","870","422","1334","46","241","07-05-2023 10:00:04"
"08009","861","972","223","165","1100","345","1458","60","315","07-05-2023 10:00:04"
"08010","534","605","114","120","653","252","987","25","127","07-05-2023 10:00:04"
"08011","556","639","130","131","657","277","1050","32","113","07-05-2023 10:00:04"
"08012","574","696","110","135","729","296","1066","42","162","07-05-2023 10:00:04"
"08013","523","672","145","120","614","316","1009","33","153","07-05-2023 10:00:04"
"08014","608","702","146","157","759","248","1034","42","234","07-05-2023 10:00:04"
"08015","653","823","162","151","851","312","1102","39","335","07-05-2023 10:00:04"
"08016","508","645","137","92","607","317","926","34","193","07-05-2023 10:00:04"
"08017","654","726","153","115","717","395","1150","39","191","07-05-2023 10:00:04"
"08018","700","819","160","136","802","421","1263","25","231","07-05-2023 10:00:04"
"08019","875","986","224","159","1073","405","1380","67","414","07-05-2023 10:00:04"
"08020","677","721","150","131","814","303","1119","30","249","07-05-2023 10:00:04"
"08021","678","784","155","138","807","362","1226","34","202","07-05-2023 10:00:04"
"08022","562","646","113","105","655","335","1007","25","176","07-05-2023 10:00:04"
"08023","686","757","182","142","848","271","1118","34","291","07-05-2023 10:00:04"
"08024","628","756","147","135","756","346","1139","36","209","07-05-2023 10:00:04"
"08025","578","727","166","136","743","260","993","37","275","07-05-2023 10:00:04"
"08026","626","747","163","140","758","312","1138","43","192","07-05-2023 10:00:04"
"08027","711","737","194","120","762","372","1286","39","123","07-05-2023 10:00:04"
"08028","500","596","126","69","561","340","956","25","115","07-05-2023 10:00:04"
"08029","706","823","190","203","837","299","1324","39","166","07-05-2023 10:00:04"
"08030","719","779","183","151","849","315","1220","51","227","07-05-2023 10:00:04"
"08031","609","698","149","136","640","382","1105","21","181","07-05-2023 10:00:04"
"08032","586","677","120","106","669","368","1080","21","162","07-05-2023 10:00:04"
"08033","733","798","188","160","860","323","1180","41","310","07-05-2023 10:00:04"
"08034","548","703","142","125","690","294","921","19","311","07-05-2023 10:00:04"
"08035","3578","3141","768","797","4614","540","2075","113","4531","07-05-2023 10:00:04"
"08036","715","871","179","153","921","333","1179","38","369","07-05-2023 10:00:04"
"08037","718","882","173","160","884","383","1247","31","322","07-05-2023 10:00:04"
"08038","781","888","225","186","978","280","1222","25","422","07-05-2023 10:00:04"
"08039","739","819","192","151","879","336","1203","39","316","07-05-2023 10:00:04"
"08040","946","1036","299","195","1180","308","1539","37","406","07-05-2023 10:00:04"
"08041","1258","1334","450","344","1512","286","1648","60","884","07-05-2023 10:00:04"
"08042","567","711","133","117","632","396","1071","9","198","07-05-2023 10:00:04"
"08043","489","622","113","119","591","288","1001","10","100","07-05-2023 10:00:04"
"08044","632","747","196","113","829","241","1027","30","322","07-05-2023 10:00:04"
"08045","893","940","241","207","1083","302","1291","53","489","07-05-2023 10:00:04"
"08046","709","836","185","150","925","285","1157","33","355","07-05-2023 10:00:04"
"08047","770","916","247","171","988","280","1163","52","471","07-05-2023 10:00:04"
"08048","461","518","124","113","515","227","894","7","78","07-05-2023 10:00:04"
"08049","567","634","142","128","666","265","1088","15","98","07-05-2023 10:00:04"
"08050","631","738","151","95","650","473","1261","23","85","07-05-2023 10:00:04"
"08051","656","689","190","171","715","269","1245","13","87","07-05-2023 10:00:04"
"08052","406","496","107","65","486","244","798","15","89","07-05-2023 10:00:04"
"08053","514","612","118","101","548","359","1033","23","70","07-05-2023 10:00:04"
"08054","757","891","150","161","837","500","1450","29","169","07-05-2023 10:00:04"
"08055","847","937","178","147","755","704","1678","22","84","07-05-2023 10:00:04"
"08056","764","804","164","163","868","373","1316","31","221","07-05-2023 10:00:04"
"08057","624","706","129","148","711","342","1141","21","168","07-05-2023 10:00:04"
"08058","792","901","179","183","970","361","1405","37","251","07-05-2023 10:00:04"
"08059","496","528","114","110","577","223","889","13","122","07-05-2023 10:00:04"
"08060","543","634","115","98","570","394","1089","10","78","07-05-2023 10:00:04"
"08061","769","869","170","168","859","441","1510","14","114","07-05-2023 10:00:04"
"08062","537","595","84","102","553","393","1067","8","57","07-05-2023 10:00:04"
"08063","505","557","87","93","440","442","983","8","71","07-05-2023 10:00:04"
"08064","852","956","218","174","976","440","1608","24","176","07-05-2023 10:00:04"
"08065","925","867","304","222","1047","219","1313","67","412","07-05-2023 10:00:04"
"08066","803","863","270","217","939","240","1240","44","382","07-05-2023 10:00:04"
"08067","896","974","250","231","1055","334","1442","54","374","07-05-2023 10:00:04"
"08068","909","1009","267","218","1087","346","1385","28","505","07-05-2023 10:00:04"
"08069","762","830","203","178","904","307","1149","43","400","07-05-2023 10:00:04"
"08070","716","800","242","170","852","252","1093","38","385","07-05-2023 10:00:04"
"08071","858","898","232","193","991","340","1353","24","379","07-05-2023 10:00:04"
"08072","553","654","152","126","628","301","981","20","206","07-05-2023 10:00:04"
"08073","906","988","264","207","1120","303","1212","53","629","07-05-2023 10:00:04"
"08074","807","818","255","194","921","255","1142","38","445","07-05-2023 10:00:04"
"08075","872","1092","242","211","1114","397","1455","49","460","07-05-2023 10:00:04"
"08076","704","897","187","131","834","449","1295","36","270","07-05-2023 10:00:04"
"08077","684","751","198","166","788","283","1250","17","168","07-05-2023 10:00:04"
"08078","769","875","196","187","975","286","1186","40","418","07-05-2023 10:00:04"
"08079","692","798","206","160","872","252","1089","54","347","07-05-2023 10:00:04"
"08080","770","821","203","181","881","326","1159","52","380","07-05-2023 10:00:04"
"08081","802","909","273","199","982","257","1147","42","522","07-05-2023 10:00:04"
"08082","745","889","172","153","951","358","1243","31","360","07-05-2023 10:00:04"
"08083","617","689","161","129","726","290","924","42","340","07-05-2023 10:00:04"
"08084","496","628","128","101","591","304","926","12","186","07-05-2023 10:00:04"
"08085","760","803","181","189","918","275","1175","29","359","07-05-2023 10:00:04"
"08086","788","916","197","179","932","396","1356","55","293","07-05-2023 10:00:04"
"08087","589","649","140","126","673","299","987","20","231","07-05-2023 10:00:04"
"08088","620","705","171","137","726","291","1064","38","223","07-05-2023 10:00:04"
"08089","558","662","135","119","701","265","953","32","235","07-05-2023 10:00:04"
"08090","574","636","139","110","657","304","987","22","201","07-05-2023 10:00:04"
"08091","590","645","103","126","679","327","1002","26","207","07-05-2023 10:00:04"
"08092","473","523","97","87","485","327","841","9","146","07-05-2023 10:00:04"
"08093","630","691","173","140","703","305","1097","27","197","07-05-2023 10:00:04"
"08094","697","776","121","140","696","516","1274","18","181","07-05-2023 10:00:04"
"08095","544","581","112","130","574","309","988","23","114","07-05-2023 10:00:04"
"08096","733","838","204","166","892","309","1304","37","230","07-05-2023 10:00:04"
"08097","602","720","165","146","729","282","1106","21","195","07-05-2023 10:00:04"
"08098","600","667","146","148","708","265","1022","18","227","07-05-2023 10:00:04"
"08099","728","764","197","161","883","251","1135","51","306","07-05-2023 10:00:04"
"08100","585","729","165","130","736","283","1024","29","261","07-05-2023 10:00:04"
"08101","791","923","197","154","855","508","1475","15","224","07-05-2023 10:00:04"
"08102","733","888","178","172","839","432","1202","28","391","07-05-2023 10:00:04"
"08103","836","882","239","199","1034","246","1137","32","549","07-05-2023 10:00:04"
"08104","621","686","170","132","750","255","992","22","293","07-05-2023 10:00:04"
"08105","681","738","166","161","807","285","1096","26","297","07-05-2023 10:00:04"
"08106","615","685","185","148","748","219","930","32","338","07-05-2023 10:00:04"
"08107","920","989","222","218","1107","362","1640","17","252","07-05-2023 10:00:04"
"08108","1019","1026","353","272","1176","244","1525","67","453","07-05-2023 10:00:04"
"08109","471","470","132","118","522","169","835","15","91","07-05-2023 10:00:04"
"08110","978","1015","398","234","1117","244","1308","34","651","07-05-2023 10:00:04"
"08111","805","865","273","208","926","263","1133","23","514","07-05-2023 10:00:04"
"08112","854","879","286","215","929","303","1201","29","503","07-05-2023 10:00:04"
"08113","911","984","318","265","984","328","1331","30","534","07-05-2023 10:00:04"
"08114","1000","1003","325","225","1069","384","1441","29","533","07-05-2023 10:00:04"
"08115","867","887","288","192","964","310","1191","23","540","07-05-2023 10:00:04"
"08116","713","730","220","171","772","280","1195","27","221","07-05-2023 10:00:04"
"08215","674","954","294","153","852","329","1262","46","320","07-05-2023 10:00:04"
"09001","1457","1309","502","332","1616","316","1757","62","947","07-05-2023 10:00:04"
"09002","1094","1098","355","276","1245","316","1470","67","655","07-05-2023 10:00:04"
"09003","1158","1114","371","255","1262","384","1548","95","629","07-05-2023 10:00:04"
"09004","843","822","238","206","936","285","1211","35","419","07-05-2023 10:00:04"
"09005","812","850","251","164","971","276","1347","55","260","07-05-2023 10:00:04"
"09006","630","657","197","144","711","235","1118","24","145","07-05-2023 10:00:04"
"09007","627","667","197","161","735","201","1060","19","215","07-05-2023 10:00:04"
"09008","923","923","385","280","1057","124","1724","26","96","07-05-2023 10:00:04"
"09009","663","768","212","163","742","314","1285","22","124","07-05-2023 10:00:04"
"09010","856","940","205","187","944","460","1608","20","168","07-05-2023 10:00:04"
"09011","809","832","209","182","894","356","1430","26","185","07-05-2023 10:00:04"
"09013","1042","1125","375","272","1231","289","1543","47","577","07-05-2023 10:00:04"
"09014","2405","1993","524","560","2890","424","1707","103","2588","07-05-2023 10:00:04"
"09015","976","990","265","238","1150","313","1454","46","466","07-05-2023 10:00:04"
"09016","611","673","120","105","698","361","1201","12","71","07-05-2023 10:00:04"
"09017","728","790","190","167","868","293","1363","33","122","07-05-2023 10:00:04"
"09018","683","768","192","135","762","362","1368","18","65","07-05-2023 10:00:04"
"09019","1291","1386","404","251","1435","587","2472","43","162","07-05-2023 10:00:04"
"09020","516","616","118","88","582","344","1053","13","66","07-05-2023 10:00:04"
"09021","655","751","160","134","754","358","1232","47","127","07-05-2023 10:00:04"
"09022","605","669","169","110","672","323","1139","27","108","07-05-2023 10:00:04"
"09023","592","607","155","106","666","272","1097","36","66","07-05-2023 10:00:04"
"09024","523","672","145","106","645","299","1072","23","100","07-05-2023 10:00:04"
"09025","603","692","164","126","738","267","1121","34","140","07-05-2023 10:00:04"
"09026","703","776","169","119","781","410","1351","41","87","07-05-2023 10:00:04"
"09027","616","664","120","93","653","414","1188","16","76","07-05-2023 10:00:04"
"09028","738","792","235","231","846","218","1492","14","24","07-05-2023 10:00:04"
"09029","506","583","107","86","581","315","982","13","94","07-05-2023 10:00:04"
"09030","679","782","212","160","812","277","1361","23","77","07-05-2023 10:00:04"
"09031","581","613","170","196","600","228","1135","17","42","07-05-2023 10:00:04"
"09032","1031","1172","407","251","1256","289","1907","37","259","07-05-2023 10:00:04"
"09033","1597","1708","408","294","1898","705","2810","95","400","07-05-2023 10:00:04"
"09034","679","788","144","148","738","437","1238","28","201","07-05-2023 10:00:04"
"09035","728","832","163","125","861","411","1351","43","166","07-05-2023 10:00:04"
"09036","635","725","131","117","689","423","1271","24","65","07-05-2023 10:00:04"
"09037","942","836","189","271","940","378","1341","20","417","07-05-2023 10:00:04"
"09038","807","928","242","172","938","383","1588","19","128","07-05-2023 10:00:04"
"09039","743","818","168","144","867","382","1390","37","134","07-05-2023 10:00:04"
"09040","759","901","249","142","950","319","1480","42","138","07-05-2023 10:00:04"
"09041","640","760","172","128","764","336","1256","32","112","07-05-2023 10:00:04"
"09042","571","713","148","107","729","300","1106","40","138","07-05-2023 10:00:04"
"09043","657","737","162","121","788","323","1168","53","173","07-05-2023 10:00:04"
"09044","755","797","217","128","886","321","1367","44","141","07-05-2023 10:00:04"
"09045","664","778","196","121","780","345","1274","29","139","07-05-2023 10:00:04"
"09046","608","707","171","109","694","341","1190","38","87","07-05-2023 10:00:04"
"09047","761","838","193","142","939","325","1404","52","143","07-05-2023 10:00:04"
"09048","636","710","148","120","702","376","1200","23","123","07-05-2023 10:00:04"
"09049","587","703","153","128","687","322","1074","18","198","07-05-2023 10:00:04"
"09050","723","816","181","124","870","364","1325","59","155","07-05-2023 10:00:04"
"09051","611","657","146","110","718","294","1107","43","118","07-05-2023 10:00:04"
"09052","576","643","147","106","649","317","1085","26","108","07-05-2023 10:00:04"
"09053","764","896","225","152","856","427","1451","26","183","07-05-2023 10:00:04"
"09054","503","583","100","94","580","312","939","23","124","07-05-2023 10:00:04"
"09055","846","961","218","144","901","544","1418","40","349","07-05-2023 10:00:04"
"09056","549","614","92","84","554","433","1004","17","142","07-05-2023 10:00:04"
"09057","804","883","186","157","963","381","1259","56","372","07-05-2023 10:00:04"
"09058","746","793","220","172","900","247","1259","46","234","07-05-2023 10:00:04"
"09059","683","744","188","106","795","338","1216","51","160","07-05-2023 10:00:04"
"09060","639","739","155","118","773","332","1143","54","181","07-05-2023 10:00:04"
"09061","833","911","229","178","977","360","1506","66","172","07-05-2023 10:00:04"
"09062","759","832","236","154","953","248","1301","80","210","07-05-2023 10:00:04"
"09063","544","598","118","82","695","247","979","63","100","07-05-2023 10:00:04"
"09064","536","618","127","74","615","338","1004","29","121","07-05-2023 10:00:04"
"09065","974","1152","241","183","1153","549","1691","71","364","07-05-2023 10:00:04"
"09066","686","744","162","108","801","359","1230","61","139","07-05-2023 10:00:04"
"09067","705","817","172","117","876","357","1208","51","263","07-05-2023 10:00:04"
"09068","748","811","172","154","867","366","1344","49","166","07-05-2023 10:00:04"
"09069","439","541","109","99","533","239","792","20","168","07-05-2023 10:00:04"
"09070","854","966","208","170","1027","415","1298","80","442","07-05-2023 10:00:04"
"09071","879","1054","216","156","1058","503","1493","51","389","07-05-2023 10:00:04"
"09072","689","829","173","133","869","343","1131","73","314","07-05-2023 10:00:04"
"09073","707","791","123","113","803","459","1299","39","160","07-05-2023 10:00:04"
"09074","827","916","217","172","994","360","1443","60","240","07-05-2023 10:00:04"
"09075","772","831","206","160","913","324","1266","48","289","07-05-2023 10:00:04"
"09076","691","801","192","116","904","280","1254","48","190","07-05-2023 10:00:04"
"09077","759","890","225","148","932","344","1404","54","191","07-05-2023 10:00:04"
"09078","687","802","158","140","890","301","1206","49","234","07-05-2023 10:00:04"
"09079","784","897","182","161","938","400","1388","59","234","07-05-2023 10:00:04"
"09080","656","707","147","117","759","340","1143","59","161","07-05-2023 10:00:04"
"09081","829","950","183","190","1007","399","1463","67","249","07-05-2023 10:00:04"
"09082","992","1118","282","185","1294","349","1654","100","356","07-05-2023 10:00:04"
"09083","778","892","198","171","892","409","1374","64","232","07-05-2023 10:00:04"
"09084","819","929","197","143","994","414","1418","83","247","07-05-2023 10:00:04"
"09085","831","972","205","167","1052","379","1473","94","236","07-05-2023 10:00:04"
"09086","705","797","170","167","824","341","1169","64","269","07-05-2023 10:00:04"
"09087","627","676","139","114","684","366","1100","60","143","07-05-2023 10:00:04"
"09088","878","1067","212","160","1061","512","1599","73","273","07-05-2023 10:00:04"
"09089","677","832","181","115","825","388","1224","64","221","07-05-2023 10:00:04"
"09090","725","819","144","129","853","418","1216","66","262","07-05-2023 10:00:04"
"09091","861","1000","199","176","1013","473","1510","59","292","07-05-2023 10:00:04"
"09092","923","1000","172","195","1069","487","1610","62","251","07-05-2023 10:00:04"
"09093","617","682","125","123","712","339","1106","40","153","07-05-2023 10:00:04"
"09094","972","1059","182","230","1161","458","1645","108","278","07-05-2023 10:00:04"
"09095","1050","1152","303","192","1272","435","1816","86","300","07-05-2023 10:00:04"
"09156","586","672","135","84","573","466","1060","47","151","07-05-2023 10:00:04"
"10001","810","841","158","159","988","346","1200","118","333","07-05-2023 10:00:04"
"10002","914","947","212","150","1182","317","1443","125","293","07-05-2023 10:00:04"
"10003","756","843","173","153","941","332","1244","88","267","07-05-2023 10:00:04"
"10004","714","861","194","125","847","409","1275","99","201","07-05-2023 10:00:04"
"10005","748","902","148","123","894","485","1351","77","222","07-05-2023 10:00:04"
"10006","864","1018","213","150","1123","396","1470","109","303","07-05-2023 10:00:04"
"10007","640","675","132","87","686","410","1138","75","102","07-05-2023 10:00:04"
"10008","791","940","162","137","997","435","1307","132","292","07-05-2023 10:00:04"
"10009","800","887","142","168","993","384","1253","139","295","07-05-2023 10:00:04"
"10010","816","959","177","149","1095","354","1301","119","355","07-05-2023 10:00:04"
"10011","553","650","104","105","713","281","959","90","154","07-05-2023 10:00:04"
"10012","849","940","169","169","1001","450","1395","119","275","07-05-2023 10:00:04"
"10013","641","746","167","105","821","294","1077","112","198","07-05-2023 10:00:04"
"10014","693","786","150","104","902","323","1060","151","268","07-05-2023 10:00:04"
"10015","946","1030","186","156","1192","442","1414","167","395","07-05-2023 10:00:04"
"10016","604","623","120","83","677","347","943","79","205","07-05-2023 10:00:04"
"10017","778","929","158","143","929","477","1267","132","308","07-05-2023 10:00:04"
"10018","685","779","145","121","942","256","1008","152","304","07-05-2023 10:00:04"
"10019","752","855","133","121","928","425","1295","83","229","07-05-2023 10:00:04"
"10020","711","774","146","113","836","390","1129","112","244","07-05-2023 10:00:04"
"10021","620","693","125","125","767","296","1009","80","224","07-05-2023 10:00:04"
"10022","638","721","129","125","855","250","1029","111","219","07-05-2023 10:00:04"
"10023","676","790","149","145","838","334","1138","108","220","07-05-2023 10:00:04"
"10024","720","800","189","144","913","274","1186","94","240","07-05-2023 10:00:04"
"10025","583","743","145","105","799","277","998","101","227","07-05-2023 10:00:04"
"10026","798","855","192","156","1007","298","1260","115","278","07-05-2023 10:00:04"
"10027","722","831","158","134","884","377","1282","70","201","07-05-2023 10:00:04"
"10028","867","922","166","199","1067","357","1410","76","303","07-05-2023 10:00:04"
"10029","705","733","172","132","823","311","1167","87","184","07-05-2023 10:00:04"
"10030","821","948","191","159","928","491","1538","67","164","07-05-2023 10:00:04"
"10031","718","785","151","100","915","337","1182","103","218","07-05-2023 10:00:04"
"10032","650","715","124","141","842","258","1133","120","112","07-05-2023 10:00:04"
"10033","403","481","73","76","412","323","809","24","51","07-05-2023 10:00:04"
"10034","777","862","172","138","811","518","1425","59","155","07-05-2023 10:00:04"
"10035","942","981","226","255","1070","372","1764","47","112","07-05-2023 10:00:04"
"10036","716","723","171","228","877","163","1179","128","132","07-05-2023 10:00:04"
"10037","493","550","135","89","630","189","749","74","220","07-05-2023 10:00:04"
"10038","800","889","166","150","1052","321","1305","173","211","07-05-2023 10:00:04"
"10039","882","967","203","187","1140","319","1301","211","337","07-05-2023 10:00:04"
"10040","888","943","162","180","1075","414","1346","165","320","07-05-2023 10:00:04"
"10041","769","831","184","107","950","359","1193","134","273","07-05-2023 10:00:04"
"10042","1708","1844","680","249","2203","420","2566","335","651","07-05-2023 10:00:04"
"10043","1419","1448","414","395","1801","257","1624","488","755","07-05-2023 10:00:04"
"10044","755","825","135","121","904","420","1174","177","229","07-05-2023 10:00:04"
"10045","603","669","134","98","726","314","997","126","149","07-05-2023 10:00:04"
"10046","557","673","115","84","659","372","956","119","155","07-05-2023 10:00:04"
"10047","812","871","128","129","961","465","1245","180","258","07-05-2023 10:00:04"
"10048","818","834","214","141","980","317","1213","213","226","07-05-2023 10:00:04"
"10049","645","645","138","113","682","357","1009","124","157","07-05-2023 10:00:04"
"10050","728","837","168","125","879","393","1269","114","182","07-05-2023 10:00:04"
"10051","829","844","219","159","977","318","1246","198","229","07-05-2023 10:00:04"
"10052","1184","1201","307","294","1448","336","1829","309","247","07-05-2023 10:00:04"
"10053","847","883","182","194","958","396","1380","169","181","07-05-2023 10:00:04"
"10054","456","503","124","128","535","172","727","132","100","07-05-2023 10:00:04"
"10055","1297","1308","312","348","1392","553","2045","294","266","07-05-2023 10:00:04"
"10056","931","937","238","157","1255","218","1197","322","349","07-05-2023 10:00:04"
"10057","708","729","189","84","938","226","984","208","245","07-05-2023 10:00:04"
"10058","572","577","166","90","722","171","854","125","170","07-05-2023 10:00:04"
"10059","871","974","254","157","1144","290","1171","294","380","07-05-2023 10:00:04"
"10060","870","881","244","169","1141","197","1188","257","306","07-05-2023 10:00:04"
"10061","835","931","233","132","974","427","1434","152","180","07-05-2023 10:00:04"
"10062","734","806","188","157","887","308","1260","127","153","07-05-2023 10:00:04"
"10063","630","674","163","98","737","306","1013","142","149","07-05-2023 10:00:04"
"10064","769","876","203","128","1044","270","1179","232","234","07-05-2023 10:00:04"
"10065","761","827","196","158","946","288","1204","185","199","07-05-2023 10:00:04"
"10066","1030","1088","279","264","1223","352","1615","226","277","07-05-2023 10:00:04"
"10067","926","997","309","299","1115","200","1538","202","183","07-05-2023 10:00:04"
"10068","794","819","233","244","933","203","1380","109","124","07-05-2023 10:00:04"
"10069","1350","1480","519","307","1655","349","2218","252","360","07-05-2023 10:00:04"
"10070","781","915","164","166","1096","270","1243","225","228","07-05-2023 10:00:04"
"10071","881","902","200","202","1016","365","1532","114","137","07-05-2023 10:00:04"
"10072","1025","1062","297","197","1263","330","1509","264","314","07-05-2023 10:00:04"
"10073","697","766","152","129","780","402","1205","111","147","07-05-2023 10:00:04"
"10074","874","902","196","172","1104","304","1259","186","331","07-05-2023 10:00:04"
"10075","739","801","172","134","931","303","1172","165","203","07-05-2023 10:00:04"
"10076","1107","1171","491","94","1538","155","1878","161","239","07-05-2023 10:00:04"
"10077","939","916","274","264","1097","220","1521","165","169","07-05-2023 10:00:04"
"10078","1228","1230","429","302","1448","279","1844","294","320","07-05-2023 10:00:04"
"10079","818","899","194","216","929","378","1444","114","159","07-05-2023 10:00:04"
"10080","1174","1211","438","287","1376","284","1311","336","738","07-05-2023 10:00:04"
"10081","1124","1135","314","244","1354","347","1457","113","689","07-05-2023 10:00:04"
"10082","1087","1007","411","271","1203","209","1204","60","830","07-05-2023 10:00:04"
"10083","1226","1035","440","325","1286","210","1256","38","967","07-05-2023 10:00:04"
"10084","868","850","235","195","1021","267","1083","53","582","07-05-2023 10:00:04"
"10085","1119","1017","332","279","1253","272","1296","59","781","07-05-2023 10:00:04"
"10086","1021","993","288","265","1164","297","1424","34","556","07-05-2023 10:00:04"
"10087","954","960","302","204","1084","324","1298","56","560","07-05-2023 10:00:04"
"10088","805","861","165","172","918","411","1426","33","207","07-05-2023 10:00:04"
"10089","4486","2675","870","947","4919","425","2099","371","4691","07-05-2023 10:00:04"
"10090","725","795","198","161","896","265","1101","66","353","07-05-2023 10:00:04"
"10091","1031","1007","225","205","1141","467","1522","93","423","07-05-2023 10:00:04"
"10092","695","796","123","95","729","544","1271","41","179","07-05-2023 10:00:04"
"10093","641","675","115","157","637","407","986","75","255","07-05-2023 10:00:04"
"10094","1621","1615","582","254","2127","273","2206","379","651","07-05-2023 10:00:04"
"10095","661","672","194","126","816","197","1038","99","196","07-05-2023 10:00:04"
"10096","784","907","235","193","1027","236","1275","158","258","07-05-2023 10:00:04"
"10097","754","846","216","181","939","264","1306","126","168","07-05-2023 10:00:04"
"10098","816","920","149","173","1075","339","1575","61","100","07-05-2023 10:00:04"
"10099","524","585","144","136","623","206","1011","13","85","07-05-2023 10:00:04"
"10100","806","907","246","153","955","359","1311","115","287","07-05-2023 10:00:04"
"10101","904","876","274","169","1102","235","1231","159","390","07-05-2023 10:00:04"
"10102","1273","1384","297","249","1490","621","2171","93","393","07-05-2023 10:00:04"
"10103","1033","1142","207","210","1104","654","1900","54","221","07-05-2023 10:00:04"
"10104","743","831","136","114","930","394","1476","25","73","07-05-2023 10:00:04"
"10105","997","1143","210","235","1207","488","1877","47","216","07-05-2023 10:00:04"
"10106","479","558","101","95","547","294","874","36","127","07-05-2023 10:00:04"
"10107","722","805","183","158","869","317","1331","68","128","07-05-2023 10:00:04"
"10108","619","710","128","94","667","440","1151","42","136","07-05-2023 10:00:04"
"10109","778","871","187","143","890","429","1339","42","268","07-05-2023 10:00:04"
"10110","845","1044","216","194","1089","390","1401","93","395","07-05-2023 10:00:04"
"10111","610","688","133","117","703","345","1076","47","175","07-05-2023 10:00:04"
"10112","729","795","171","141","676","536","1366","39","119","07-05-2023 10:00:04"
"10113","591","636","134","117","767","209","959","58","210","07-05-2023 10:00:04"
"10114","770","815","196","174","941","274","1168","63","354","07-05-2023 10:00:04"
"10115","660","781","147","121","819","354","1128","69","244","07-05-2023 10:00:04"
"10116","837","988","227","151","1007","440","1458","91","276","07-05-2023 10:00:04"
"10117","602","661","123","119","644","377","1076","35","152","07-05-2023 10:00:04"
"10118","480","519","115","109","473","302","915","26","58","07-05-2023 10:00:04"
"10119","545","607","129","110","641","272","925","29","198","07-05-2023 10:00:04"
"10120","694","816","172","149","880","309","1157","50","303","07-05-2023 10:00:04"
"10121","761","850","215","130","942","324","1266","72","273","07-05-2023 10:00:04"
"10122","700","794","118","168","760","448","1316","34","144","07-05-2023 10:00:04"
"10123","649","698","137","127","705","378","1166","42","139","07-05-2023 10:00:04"
"10124","489","549","115","98","521","304","930","20","88","07-05-2023 10:00:04"
"10125","529","583","135","89","560","328","949","20","143","07-05-2023 10:00:04"
"10126","484","533","77","98","521","321","916","9","92","07-05-2023 10:00:04"
"10127","508","520","135","128","572","193","931","22","75","07-05-2023 10:00:04"
"10128","705","831","149","121","766","500","1381","26","129","07-05-2023 10:00:04"
"10129","556","584","91","108","592","349","1028","23","89","07-05-2023 10:00:04"
"10130","574","644","130","86","697","305","965","51","202","07-05-2023 10:00:04"
"10131","512","585","71","84","574","368","993","12","92","07-05-2023 10:00:04"
"10132","615","680","166","126","671","332","1049","25","221","07-05-2023 10:00:04"
"10133","836","938","168","168","904","534","1443","57","274","07-05-2023 10:00:04"
"10134","731","889","178","151","868","423","1299","55","266","07-05-2023 10:00:04"
"10135","606","657","167","128","640","328","1052","39","172","07-05-2023 10:00:04"
"10136","650","730","125","140","679","436","1164","19","197","07-05-2023 10:00:04"
"10137","745","841","171","164","820","431","1331","51","204","07-05-2023 10:00:04"
"10138","1211","1318","362","265","1580","322","1498","131","900","07-05-2023 10:00:04"
"10139","818","911","207","149","968","405","1291","61","377","07-05-2023 10:00:04"
"10140","807","853","184","182","935","359","1252","36","372","07-05-2023 10:00:04"
"10141","556","618","139","132","633","270","987","28","159","07-05-2023 10:00:04"
"10142","785","845","196","149","945","340","1303","35","292","07-05-2023 10:00:04"
"10143","857","963","221","192","1026","381","1412","49","359","07-05-2023 10:00:04"
"10234","811","978","160","150","948","531","1509","69","211","07-05-2023 10:00:04"
"10235","625","697","137","107","704","374","1076","79","167","07-05-2023 10:00:04"
"10236","731","847","148","90","817","523","1226","113","239","07-05-2023 10:00:04"
"10237","408","503","116","97","488","210","738","30","143","07-05-2023 10:00:04"
